id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
43851,2005,1,2005,2005,2,4631,Garre subclan of Digil clan (Digil-Mirifle) - Murule subclan of Gugundabe clan (Hawiye),5241,Garre subclan of Digil clan (Digil-Mirifle) - Murule subclan of Gugundabe clan (Hawiye),612,,Garre subclan of Digil clan (Digil-Mirifle),656,,Murule subclan of Gugundabe clan (Hawiye),-1,Shabeelle Media Network web site on 9 April,,,,,3,Mandera district,North-Eastern province,Mandera district,3.5,40.75,POINT (40.750000 3.500000),135082,Kenya,501,KEN,Africa,1,1,2005-04-04,2005-04-04,0,0,0,0,0,0,5
44112,2005,0,2005,2005,2,4766,Kikuyu - Maasai,5376,Kikuyu - Maasai,926,,Kikuyu,1030,,Maasai,-1,"AFP 2005-04-06 ""Five killed by cattle rustlers in Kenya's Rift Valley",,,,National police spokesman Jaspher Ombati,4,Rift Valley province,Rift Valley province,,0.5,36.0,POINT (36.000000 0.500000),130753,Kenya,501,KEN,Africa,1,1,2005-04-05,2005-04-05,0,0,0,0,0,0,5
44113,2005,0,2005,2005,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"All Africa 2005-06-07 ""Rising Police Killings Upset Human Rights Organisations",,,,The Kenya National Commission on Human Rights,6,Kenya,,,1.0,38.0,POINT (38.000000 1.000000),131477,Kenya,501,KEN,Africa,2,5,2005-05-01,2005-06-01,0,0,5,0,5,5,5
44156,2005,0,2005,2005,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"All Africa 2005-05-09 ""Police Kill Nine Suspects in Dramatic City Chase",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,2,2,2005-05-06,2005-05-08,0,0,0,0,0,0,22
34245,2005,1,2005,2005,2,4672,Dassanetch - Turkana,5282,Dassanetch - Turkana,713,,Dassanetch,693,,Turkana,-1,"Jun 22, 2005 (The Nation/All Africa Global Media via COMTEX)",,,,"Bernard Muli, the police commander for northwestern Turkana District",2,Todenyang village,Rift Valley province,Turkana district,4.533333,35.933333,POINT (35.933333 4.533333),136512,Kenya,501,KEN,Africa,1,1,2005-06-21,2005-06-21,0,5,0,0,5,5,5
34275,2005,1,2005,2005,2,4672,Dassanetch - Turkana,5282,Dassanetch - Turkana,713,,Dassanetch,693,,Turkana,-1,http://www.cewarn.org/reports/updts/ken/may-aug05.pdf,,,,,2,Todenyang village,Rift Valley province,Turkana district,4.533333,35.933333,POINT (35.933333 4.533333),136512,Kenya,501,KEN,Africa,1,4,2005-07-01,2005-07-31,4,8,0,0,12,12,12
43344,2005,0,2005,2005,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,Amnesty International Kenya h(2005) http://web.amnesty.org/report2005/ken-summary-eng,,,,,1,Kisumu town,Nyanza province,Kisumu district,-0.1,34.75,POINT (34.750000 -0.100000),129310,Kenya,501,KEN,Africa,1,1,2005-07-07,2005-07-07,0,0,1,0,1,1,1
43679,2005,1,2005,2005,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"AFP 2005-07-13 ""Kenyan president condemns deadly clan violence, vows crackdown on killers"" AND All Africa 2005-07-14 ""Outrage As Massacre Death Toll Hits 76"" AND Reuters 2005-07-15 ""Kenya kills more bandits in north, death toll 80",,,,National police spokesman Jaspher Ombati,1,Turbi town,Eastern province,Marsabit district,3.333333,38.383333,POINT (38.383333 3.333333),134357,Kenya,501,KEN,Africa,1,1,2005-07-12,2005-07-12,0,56,0,0,56,56,71
44047,2005,1,2005,2005,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,July 13 (Reuters),,,,Police,3,Marsabit district,Eastern province,Marsabit district,3.0,37.5,POINT (37.500000 3.000000),134356,Kenya,501,KEN,Africa,1,1,2005-07-12,2005-07-12,10,0,0,0,10,10,20
44152,2005,1,2005,2005,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"AFP 2005-07-15 ""Kenya launches massive operation in northern region after massacre",,,,Police,3,Marsabit district,Eastern province,Marsabit district,3.0,37.5,POINT (37.500000 3.000000),134356,Kenya,501,KEN,Africa,1,1,2005-07-14,2005-07-14,2,0,0,0,2,2,4
44116,2006,0,2006,2006,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,2,5,2006-01-01,2006-12-31,0,0,7,0,7,7,7
35777,2006,1,2006,2006,2,4681,"Nyangatom , Toposa - Turkana",5291,"Nyangatom , Toposa - Turkana",3806,,"Nyangatom , Toposa",693,,Turkana,-1,"http://www.cewarn.org/reports/updts/ken/jan-apr06.pdf, AP 19/1-06, All Africa 19/1-06, AP 2006-01-19 ""Battle between Ethiopian and Kenyan nomads leaves 38 people dead in northern Kenya",,,,"CEWARN, aid worker Lucas Ariong, Njenga Miiri, the district commissioner for Turkana and aid workers",2,Soya village,Rift Valley province,Turkana district,5.041775,35.641494,POINT (35.641494 5.041775),137232,Kenya,501,KEN,Africa,1,1,2006-01-13,2006-01-13,50,8,0,0,58,58,58
43714,2006,0,2006,2006,2,4766,Kikuyu - Maasai,5376,Kikuyu - Maasai,926,,Kikuyu,1030,,Maasai,-1,"Reuters 2006-01-29 ""Two men speared to death in Kenyan ethnic attack",,,,Police,1,Eburru village,Rift Valley province,Nakuru district,-0.616667,36.25,POINT (36.250000 -0.616667),128593,Kenya,501,KEN,Africa,1,1,2006-01-29,2006-01-29,0,0,0,2,2,2,2
43693,2006,0,2006,2006,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"AFP 2006-02-13 ""Two killed as tribes battle over land in Kenya's Rift Valley region"" AND AFP 2006-02-13 ""Five killed as tribes battle over land in Kenya's Rift Valley region",,,,Police,3,Nakuru district,Rift Valley province,Nakuru district,-0.333333,36.0,POINT (36.000000 -0.333333),129313,Kenya,501,KEN,Africa,1,1,2006-02-13,2006-02-13,0,0,0,5,5,5,5
43858,2006,1,2006,2006,2,4925,Pokot - Samburu,5535,Pokot - Samburu,670,,Pokot,925,,Samburu,-1,Reuters 18/4-06,,,,police spokesman Gideon Kibunja,3,Samburu district,Rift Valley province,Samburu district,1.25,37.0,POINT (37.000000 1.250000),131475,Kenya,501,KEN,Africa,1,4,2006-04-01,2006-04-30,2,0,0,0,2,2,2
44163,2006,1,2006,2006,2,4925,Pokot - Samburu,5535,Pokot - Samburu,670,,Pokot,925,,Samburu,-1,Reuters 18/4-06,,,,police spokesman Gideon Kibunja,3,Samburu district,Rift Valley province,Samburu district,1.25,37.0,POINT (37.000000 1.250000),131475,Kenya,501,KEN,Africa,2,4,2006-04-01,2006-04-30,0,5,0,0,5,5,5
44098,2006,0,2006,2006,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"Medecine Sans Frontier May 2008 ""MOUNT ELGON: DOES ANYBODY CARE? MSF takes stock after one year in the heart of the crisis in Mount Elgon.",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,2,5,2006-04-01,2006-05-31,0,0,15,0,15,15,15
44093,2006,1,2006,2006,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,CEWARN Country Updates: January  April 2006. For the Ethiopian Side of the Somali Cluster,,,,,5,Ethiopia - Kenya border,,,3.52877,38.86841,POINT (38.868410 3.528770),135078,Kenya,501,KEN,Africa,1,1,2006-04-11,2006-04-11,0,9,0,0,9,9,9
44204,2006,1,2006,2006,2,4925,Pokot - Samburu,5535,Pokot - Samburu,670,,Pokot,925,,Samburu,-1,"AFP 2006-05-20 ""Five killed in Kenyan cattle raid: police"" AND AFP 2006-05-21 ""Death toll in Kenyan cattle clashes climbs to 10",,,,Samburu Police Commander Charles Wasike,1,Kisima town,Rift Valley province,Samburu district,0.983333,36.816667,POINT (36.816667 0.983333),130754,Kenya,501,KEN,Africa,1,1,2006-05-20,2006-05-20,8,2,0,0,10,10,10
43893,2006,1,2006,2006,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"Reuters 2006-05-23 ""Four killed in latest Kenya rustling violence",,,,Marsabit District Commissioner Mutea Iringo,3,Marsabit district,Eastern province,Marsabit district,3.0,37.5,POINT (37.500000 3.000000),134356,Kenya,501,KEN,Africa,1,1,2006-05-21,2006-05-21,0,0,0,4,4,4,4
43948,2006,1,2006,2006,2,4925,Pokot - Samburu,5535,Pokot - Samburu,670,,Pokot,925,,Samburu,-1,"AFP 2006-05-25 ""Cattle raiders kill three in northern Kenya",,,,Samburu district commissioner Julius Mathenge,3,Moyale district,Eastern province,Moyale district,3.516389,39.069167,POINT (39.069167 3.516389),135079,Kenya,501,KEN,Africa,1,1,2006-05-25,2006-05-25,0,2,0,0,2,2,2
44191,2006,0,2006,2006,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Reuters 2006-06-01 ""Three killed as Kenya police fight street traders",,,,witness,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2006-06-01,2006-06-01,0,0,0,0,0,0,1
43865,2006,1,2006,2006,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"CEWARN country update may-aug 06, kenyan side of somali cluster",,,,,1,Elhad,Eastern province,Marsabit district,3.956461,37.577368,POINT (37.577368 3.956461),135076,Kenya,501,KEN,Africa,1,1,2006-07-06,2006-07-06,14,5,0,0,19,19,19
44151,2006,1,2006,2006,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,-1,CEWARN country update may-aug 06,,,,,3,West Pokot district,Rift Valley province,West Pokot district,1.416667,35.25,POINT (35.250000 1.416667),131471,Kenya,501,KEN,Africa,1,1,2006-07-31,2006-07-31,1,3,0,0,4,4,4
44376,2006,1,2006,2006,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"CEWARN country update may-aug 06, kenyan side of somali cluster",,,,,1,Dukana village,Eastern province,Marsabit district,3.983333,37.266667,POINT (37.266667 3.983333),135075,Kenya,501,KEN,Africa,1,1,2006-08-26,2006-08-26,20,1,0,0,21,21,21
43997,2006,1,2006,2006,2,4925,Pokot - Samburu,5535,Pokot - Samburu,670,,Pokot,925,,Samburu,-1,http://www.irinnews.org/report.aspx?reportid=61346,,,,Eye witness,3,Samburu district,Rift Valley province,Samburu district,1.25,37.0,POINT (37.000000 1.250000),131475,Kenya,501,KEN,Africa,1,4,2006-09-10,2006-09-20,0,6,0,0,6,6,6
43791,2006,1,2006,2006,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,-1,"AFP 2006-09-21 ""Kenyan tribal raiders kill two pupils taking a shower",,,,police,3,Turkana district,Rift Valley province,Turkana district,3.0,35.5,POINT (35.500000 3.000000),134352,Kenya,501,KEN,Africa,1,1,2006-09-21,2006-09-21,0,0,0,2,2,2,2
44379,2006,1,2006,2006,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"CEWARN Country Update, Kenyan side of the Somali cluster, sept-dec 06",,,,,1,Forole,Eastern province,Marsabit district,3.716664,38.0,POINT (38.000000 3.716664),135077,Kenya,501,KEN,Africa,1,1,2006-10-05,2006-10-05,18,0,0,1,19,19,19
44171,2006,0,2006,2006,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"Report into Violations of Human Rights in Mt Elgon Region, Kenyan Police, www.scribd.com/doc/6337563/Kenya-Police-Inquiry-into-the-Mt-Elgon-violence",,,,,2,Chepkurkur,Western province,Mt. Elgon district,0.870083,34.538306,POINT (34.538306 0.870083),130750,Kenya,501,KEN,Africa,1,1,2006-12-05,2006-12-05,0,0,2,0,2,2,2
44370,2006,1,2006,2006,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"CEWARN Country Update, Kenyan side of the Somali cluster, sept-dec 06",,,,,1,Bubisa,Eastern province,Marsabit district,2.750994,38.089463,POINT (38.089463 2.750994),133637,Kenya,501,KEN,Africa,1,1,2006-12-07,2006-12-07,0,0,0,2,2,2,2
44122,2006,1,2006,2006,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,-1,"AFP 2006-12-14 ""At least 13 killed in northern Kenya cattle raid"" AND BBC Monitoring Africa 2006-12-15 ""Bandits kill 19 in northwestern Kenya""  CEWARN country update sep-dec 06",,,,police,3,Turkana district,Rift Valley province,Turkana district,3.0,35.5,POINT (35.500000 3.000000),134352,Kenya,501,KEN,Africa,1,1,2006-12-13,2006-12-13,0,0,0,14,13,14,19
43847,2006,1,2006,2006,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,-1,"AFP 2006-12-29 ""At least 11 killed in northern Kenya cattle raid: police",,,,.,3,Turkana district,Rift Valley province,Turkana district,3.0,35.5,POINT (35.500000 3.000000),134352,Kenya,501,KEN,Africa,1,1,2006-12-29,2006-12-29,0,0,0,11,11,11,11
44178,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,4,2007-01-01,2007-01-31,0,0,1,0,1,1,1
44119,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"Medecine Sans Frontier May 2008 ""MOUNT ELGON: DOES ANYBODY CARE? MSF takes stock after one year in the heart of the crisis in Mount Elgon.",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,5,2007-01-01,2007-03-10,0,0,0,0,0,0,2
43455,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,5,2007-01-01,2007-12-31,0,0,5,0,5,5,5
43757,2007,1,2007,2007,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"AFP 2007-01-18 ""Rival clans clash in northern Kenya",,,,,3,Marsabit district,Eastern province,Marsabit district,3.0,37.5,POINT (37.500000 3.000000),134356,Kenya,501,KEN,Africa,1,1,2007-01-14,2007-01-14,0,0,0,7,7,7,7
43879,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Kawangware village,Nairobi province,Nairobi district,-1.283333,36.73333,POINT (36.733330 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2007-01-14,2007-01-14,0,0,3,0,3,3,3
44073,2007,1,2007,2007,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,-1,"AFP 2007-01-18 ""Rival clans clash in northern Kenya",,,,,3,Marsabit district,Eastern province,Marsabit district,3.0,37.5,POINT (37.500000 3.000000),134356,Kenya,501,KEN,Africa,1,1,2007-01-18,2007-01-18,0,0,0,1,1,1,1
44043,2007,1,2007,2007,3,602,Mungiki - Civilians,1069,Mungiki - Civilians,714,,Mungiki,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,4,Nairobi province,Nairobi province,,-1.28333,36.83333,POINT (36.833330 -1.283330),127874,Kenya,501,KEN,Africa,1,4,2007-03-01,2007-03-31,0,0,2,0,2,2,2
25578,2007,1,2007,2007,1,337,Somalia: Government,749,Government of Somalia - ARS/UIC,95,520.0,Government of Somalia,505,,ARS/UIC,-1,BBC 3/17/2007,,,,"HornAfrik Online text website, Mogadishu, in Somali 17 Mar 07",1,Mandera town,North-Eastern province,Mandera district,3.936804,41.858383,POINT (41.858383 3.936804),135084,Kenya,501,KEN,Africa,1,1,2007-03-16,2007-03-16,1,0,0,0,1,1,1
44058,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"Medecine Sans Frontier May 2008 ""MOUNT ELGON: DOES ANYBODY CARE? MSF takes stock after one year in the heart of the crisis in Mount Elgon.",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,4,2007-04-01,2007-04-30,0,0,1,0,1,1,1
43767,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Mathare town,Nairobi province,Nairobi district,-1.25,36.9,POINT (36.900000 -1.250000),127874,Kenya,501,KEN,Africa,1,1,2007-05-01,2007-05-01,0,0,1,0,1,1,1
43874,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"SIMIYU Robert Romborah, 2008, Militianisation of resource conflicts - The case of land-based conflict in the Mount Elgon region of Western Kenya, Monograph 152, October 08, p.79",,,,,1,Kitale town,Rift Valley province,Trans Nzoia district,1.016667,35.0,POINT (35.000000 1.016667),131471,Kenya,501,KEN,Africa,1,4,2007-05-01,2007-05-31,0,0,0,11,11,11,11
44173,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,6,Kenya,,,1.0,38.0,POINT (38.000000 1.000000),131477,Kenya,501,KEN,Africa,1,4,2007-05-01,2007-05-31,0,0,3,0,3,3,3
43886,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"Report into Violations of Human Rights in Mt Elgon Region, Kenyan Police, www.scribd.com/doc/6337563/Kenya-Police-Inquiry-into-the-Mt-Elgon-violence",,,,,2,Terem,Western province,Mt. Elgon district,0.824583,34.615361,POINT (34.615361 0.824583),130750,Kenya,501,KEN,Africa,1,1,2007-05-11,2007-05-11,0,0,2,0,2,2,2
43844,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"SIMIYU Robert Romborah, 2008, Militianisation of resource conflicts - The case of land-based conflict in the Mount Elgon region of Western Kenya, Monograph 152, October 08, p.79",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,4,2007-06-01,2007-06-30,0,0,1,0,1,1,1
44363,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Bondeni village,Rift Valley province,Nakuru district,-0.3,36.08333,POINT (36.083330 -0.300000),129313,Kenya,501,KEN,Africa,1,1,2007-06-03,2007-06-03,0,0,2,0,2,2,2
44297,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2007-06-07,2007-06-07,0,0,1,0,1,1,1
43881,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Mathare town,Nairobi province,Nairobi district,-1.25,36.9,POINT (36.900000 -1.250000),127874,Kenya,501,KEN,Africa,1,1,2007-06-09,2007-06-09,0,0,1,0,1,1,1
43774,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009; Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappeareances, September 08, p. 12/13",,,,,1,Ngong forest,Nairobi province,Nairobi district,-1.320257,36.744217,POINT (36.744217 -1.320257),127874,Kenya,501,KEN,Africa,1,1,2007-06-22,2007-06-22,0,0,1,0,1,1,1
43697,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2007-06-24,2007-06-24,0,0,4,0,4,4,4
44202,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,2,Kayole village,Nairobi province,Nairobi district,-1.283333,36.93333,POINT (36.933330 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2007-07-15,2007-07-15,0,0,1,0,1,1,1
43854,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Mbotela town,Nairobi province,Nairobi district,-1.3,36.86666,POINT (36.866660 -1.300000),127874,Kenya,501,KEN,Africa,1,1,2007-07-18,2007-07-18,0,0,0,0,0,0,1
44427,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2007-07-21,2007-07-21,0,0,0,0,0,0,1
44143,2007,0,2007,2007,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,-1,"CEWARN country update Kenya, Kenyan side of Karamojan cluster, may-aug 07",,,,,2,Loko,Rift Valley province,Turkana district,1.915869,36.003683,POINT (36.003683 1.915869),132193,Kenya,501,KEN,Africa,1,1,2007-07-22,2007-07-22,0,0,0,13,13,13,13
43897,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"SIMIYU Robert Romborah, 2008, Militianisation of resource conflicts - The case of land-based conflict in the Mount Elgon region of Western Kenya, Monograph 152, October 08",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,1,2007-07-30,2007-07-30,0,0,1,0,1,1,1
43985,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Athi river,Eastern province,Machakos district,-1.450713,36.98245,POINT (36.982450 -1.450713),127874,Kenya,501,KEN,Africa,1,1,2007-08-16,2007-08-16,0,0,7,0,7,7,7
44065,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Kanunga village,Central province,Muranga district,-0.83333,36.883333,POINT (36.883333 -0.833330),128594,Kenya,501,KEN,Africa,1,1,2007-08-22,2007-08-22,0,0,1,0,1,1,1
43811,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,5,2007-09-01,2007-12-31,0,0,1,0,1,1,1
43863,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,2,Kayole village,Nairobi province,Nairobi district,-1.283333,36.93333,POINT (36.933330 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2007-09-25,2007-09-25,0,0,0,0,0,0,1
44146,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,4,2007-10-01,2007-10-31,0,0,1,0,1,1,1
43676,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Muthurwa town,Central province,Kiambu district,-1.166667,36.75,POINT (36.750000 -1.166667),127874,Kenya,501,KEN,Africa,1,1,2007-10-05,2007-10-05,0,0,0,0,0,0,1
44166,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2007-10-31,2007-10-31,0,0,0,0,0,0,1
