id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
244684,2017,1,2017,2017,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,3,"""Agence France Presse,2017-10-10,Two killed in vehicle ambush on Kenya coast"";""Xinhua News Agency,2017-10-10,1st LD-Writethru: Gunmen kill 2 varsity staff in Kenya"";""AllAfrica,2017-10-10,Technical University in Mombasa Suspends Activities After Suspected Terror Attack""",Agence France Presse;Xinhua News Agency;AllAfrica,2017-10-10;2017-10-10;2017-10-10,Two killed in vehicle ambush on Kenya coast;1st LD-Writethru: Gunmen kill 2 varsity staff in Kenya;Technical University in Mombasa Suspends Activities After Suspected Terror Attack,regional police chief Larry Kieng,2,Diani location,Kwale county,Msambweni Constituency,-4.299547,39.567647,POINT (39.567647 -4.299547),123560,Kenya,501,KEN,Africa,1,1,2017-10-10,2017-10-10,0,0,0,0,0,0,2
44149,1992,1,1992,1992,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,R 1992-12-18,,,,Election observers/National Council of Churches of Kenya,1,Burnt forest,Rift Valley province,Uasin Gishu district,0.216667,35.433333,POINT (35.433333 0.216667),130031,Kenya,501,KEN,Africa,2,2,1992-12-12,1992-12-13,0,0,0,16,16,16,35
43735,1993,1,1993,1993,2,4766,Kikuyu - Maasai,5376,Kikuyu - Maasai,926,,Kikuyu,1030,,Maasai,-1,R 1993-10-21,,,,local reporters,2,Mau Narok town,Rift Valley province,Nakuru district,-0.6,36.0,POINT (36.000000 -0.600000),128593,Kenya,501,KEN,Africa,1,1,1993-10-20,1993-10-20,5,1,0,0,6,6,6
43907,1994,1,1994,1994,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW 1994 Multipartism betrayed in Kenya, p 5-6; KBC TV 1994-04-11",,,,,1,Burnt forest,Rift Valley province,Uasin Gishu district,0.216667,35.433333,POINT (35.433333 0.216667),130031,Kenya,501,KEN,Africa,2,4,1994-03-01,1994-03-31,0,0,0,0,0,0,18
43401,1994,0,1994,1994,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Reuters, 1994-08-21",,,,Nairobi newspapers,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,1994-08-11,1994-08-11,0,0,1,0,1,1,1
37553,1999,1,1999,1999,2,4651,Jie - Turkana,5261,Jie - Turkana,633,,Jie,693,,Turkana,-1,"The Monitor 13/7-99, New Vision 13/7-99",,,,"The Moroto Resident District Commissioner, Thomas Okoth Nyalulu",3,Turkana district,Rift Valley province,Turkana district,3.0,35.5,POINT (35.500000 3.000000),134352,Kenya,501,KEN,Africa,1,3,1999-07-04,1999-07-10,40,0,0,0,40,40,40
44123,2001,0,2001,2001,2,4765,Kisii - Maasai,5375,Kisii - Maasai,927,,Kisii,1030,,Maasai,-1,R 2001-05-15,,,,police,6,Kenya,,,1.0,38.0,POINT (38.000000 1.000000),131477,Kenya,501,KEN,Africa,2,5,2001-03-15,2001-05-15,0,0,0,16,16,16,16
44081,1993,1,1993,1993,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,R 1993-08-26,,,,"""local reporters"" nothing more of substance mentioned",4,Rift Valley province,Rift Valley province,,0.5,36.0,POINT (36.000000 0.500000),130753,Kenya,501,KEN,Africa,1,1,1993-08-26,1993-08-26,0,3,0,0,0,3,3
43472,2007,1,2007,2007,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Mathare town,Nairobi province,Nairobi district,-1.25,36.9,POINT (36.900000 -1.250000),127874,Kenya,501,KEN,Africa,1,1,2007-06-08,2007-06-08,0,0,1,0,1,1,1
44208,2007,1,2007,2007,3,601,SLDF - Civilians,1068,SLDF - Civilians,704,,SLDF,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,3,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,KEN,Africa,1,5,2007-09-01,2007-12-31,0,0,3,0,3,3,3
43852,2008,1,2008,2008,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,6,Kenya,,,1.0,38.0,POINT (38.000000 1.000000),131477,Kenya,501,KEN,Africa,1,1,2008-06-30,2008-06-30,0,0,1,0,1,1,1
44158,2009,0,2009,2009,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,-1,ARB Aug. 2009,,,,District Commissioner Joseph Kanyiri,3,Turkana district,Rift Valley province,Turkana district,3.0,35.5,POINT (35.500000 3.000000),134352,Kenya,501,KEN,Africa,1,1,2009-08-11,2009-08-11,0,0,0,16,16,16,16
44144,1992,1,1992,1992,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,BBC 1992-04-27,,,,Kenya Television Network,1,Molo town,Rift Valley province,Nakuru district,-0.25,35.733333,POINT (35.733333 -0.250000),129312,Kenya,501,KEN,Africa,1,1,1992-04-24,1992-04-24,0,0,0,8,8,8,8
43870,1989,0,1989,1989,3,468,Government of Uganda - Civilians,935,Government of Uganda - Civilians,90,500.0,Government of Uganda,1,,Civilians,-1,Reuters 1989-03-08,,,,officials of ICRC/ Kenyan govt statement,1,Lokichokio town,Rift Valley province,Turkana district,4.207113,34.363843,POINT (34.363843 4.207113),135789,Kenya,501,KEN,Africa,1,1,1989-03-07,1989-03-07,0,0,3,0,3,3,3
34231,1989,1,1989,1989,2,4928,"Dassanetch - Nyangatom , Toposa",5538,"Dassanetch - Nyangatom , Toposa",713,,Dassanetch,3806,,"Nyangatom , Toposa",-1,"Tornay, ""More chances on the fringe of the state?"", in Tvedt, ed. ""Confilcts in the horn of Africa: Human and ecological consequences of warfare",,,,,5,Dassenech country,Rift Valley province,Turkana district,4.443028,35.988161,POINT (35.988161 4.443028),135792,Kenya,501,KEN,Africa,1,5,1989-01-01,1989-03-31,60,0,0,0,60,60,60
44052,1993,1,1993,1993,2,4766,Kikuyu - Maasai,5376,Kikuyu - Maasai,926,,Kikuyu,1030,,Maasai,-1,R 1993-10-27,,,,"""witnesses""",1,Narok town,Rift Valley province,Narok district,-1.083333,35.866667,POINT (35.866667 -1.083333),127872,Kenya,501,KEN,Africa,1,1,1993-10-27,1993-10-27,3,0,0,0,0,3,3
40801,2012,1,2012,2012,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,-1,"Capital FM/All Africa 2012-08-23 ""Five Killed in Mandera Revenge Attacks",,,,police,2,Rhamu Town,North-Eastern province,Mandera district,3.931881,41.225615,POINT (41.225615 3.931881),135083,Kenya,501,KEN,Africa,1,1,2012-08-22,2012-08-22,0,0,0,5,5,5,5
31646,2012,1,2012,2012,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,-1,"Reuters 30 september 2012 ""Two Kenyan police officers shot dead near Somalia border",,,,,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,2012-09-30,2012-09-30,0,0,0,0,0,0,1
235841,2013,0,2013,2013,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,1,"""Haki Africa,2016-12-01,WHAT DO WE TELL THE FAMILIES? KILLINGS AND DISAPPEARANCES IN THE COASTAL REGION OF KENYA, 2012-2016""",Haki Africa,2016-12-01,"WHAT DO WE TELL THE FAMILIES? KILLINGS AND DISAPPEARANCES IN THE COASTAL REGION OF KENYA, 2012-2016",Haki Africa interviews ,3,Kisauni Constitiency,Mombasa county,Kisauni Constitiency,-3.978649,39.683908,POINT (39.683908 -3.978649),124280,Kenya,501,KEN,Africa,1,1,2013-06-13,2013-06-13,0,0,0,0,0,0,1
34284,1991,0,1991,1991,2,4672,Dassanetch - Turkana,5282,Dassanetch - Turkana,713,,Dassanetch,693,,Turkana,-1,"Sagawa, Toru (2009) Why Do People Renounce War? The War Experiences of the Daasanach in the Conflict-ridden Area of Northeast Africa, Afrasian Centre for Peace and Development Studies, Ryukoku University, Working Paper Series No. 42, p. 10",,,,,3,Turkana district,Rift Valley province,Turkana district,3.0,35.5,POINT (35.500000 3.000000),134352,Kenya,501,KEN,Africa,1,5,1991-01-01,1991-12-31,2,14,0,0,16,16,16
44137,1991,0,1991,1991,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,HRW Divide and Rule Nov 1993 p. 26/27,,,,-,3,Trans Nzoia district,Rift Valley province,Trans Nzoia district,1.016667,35.0,POINT (35.000000 1.016667),131471,Kenya,501,KEN,Africa,1,1,1991-12-27,1991-12-27,0,1,0,0,1,1,1
43745,1992,1,1992,1992,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,BBC 1992-03-27,,,,Kenya Television Network,1,Molo town,Rift Valley province,Nakuru district,-0.25,35.733333,POINT (35.733333 -0.250000),129312,Kenya,501,KEN,Africa,1,1,1992-04-23,1992-04-23,0,0,0,4,4,4,4
151213,2014,1,2014,2014,1,337,Somalia: Government,750,Government of Somalia - Al-Shabaab,95,520.0,Government of Somalia,717,,Al-Shabaab,1,"""BBC Monitoring Africa,2014-04-25,Terror suspect shot dead by Kenyan police in southern region""",BBC Monitoring Africa,2014-04-25,Terror suspect shot dead by Kenyan police in southern region,Msambweni OCPD [Officer Commanding Police Division] Joseph Omijah,1,Diani location,Kwale county,Msambweni Constituency,-4.299547,39.567647,POINT (39.567647 -4.299547),123560,Kenya,501,KEN,Africa,1,1,2014-04-25,2014-04-25,0,0,0,0,0,0,1
43715,1992,1,1992,1992,2,4763,Kalenjin - Luhya,5373,Kalenjin - Luhya,1024,,Kalenjin,928,,Luhya,-1,"HRW Divide and rule, p 32",,,,assistant sub-chief,1,Chepkube village,Western province,Bungoma district,0.85,34.433333,POINT (34.433333 0.850000),130749,Kenya,501,KEN,Africa,1,4,1992-07-01,1992-07-31,10,0,0,0,10,10,10
153688,2014,1,2014,2014,2,4953,Degodia - Garre,5563,Degodia - Garre,918,,Degodia,1079,,Garre,1,"""All Africa,2014-05-22,Renewed Clan Clashes in Mandera, Wajir Open Door for Al-Shabaab Attacks""",All Africa,2014-05-22,"Renewed Clan Clashes in Mandera, Wajir Open Door for Al-Shabaab Attacks", Mandera County Police Commander Noah Mwivanda ,2,Takaba town,Mandera county,Mandera West Constituency,3.424492,40.228714,POINT (40.228714 3.424492),134361,Kenya,501,KEN,Africa,1,1,2014-05-19,2014-05-19,0,3,0,0,3,3,3
153991,2014,1,2014,2014,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,1,"""All Africa,2014-06-16,Two Raiders Shot Dead""",All Africa,2014-06-16,Two Raiders Shot Dead,Ombolion location chief Joseph Korkimul ,1,Akariamet village,West Pokot county,Sigor Constituency,1.53333,35.41667,POINT (35.416670 1.533330),132191,Kenya,501,KEN,Africa,1,1,2014-06-15,2014-06-15,0,0,0,2,2,2,2
43680,1993,1,1993,1993,2,4763,Kalenjin - Luhya,5373,Kalenjin - Luhya,1024,,Kalenjin,928,,Luhya,-1,"HRW divide and rule, p48",,,,-,3,Trans Nzoia district,Rift Valley province,Trans Nzoia district,1.016667,35.0,POINT (35.000000 1.016667),131471,Kenya,501,KEN,Africa,2,5,1993-01-01,1993-02-28,0,14,0,0,14,14,14
44074,1993,1,1993,1993,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,R 1993-02-10,,,,"""witnesses"" nothing more detailed given",2,Eldoret town,Rift Valley province,Uasin Gishu district,0.516667,35.283333,POINT (35.283333 0.516667),130751,Kenya,501,KEN,Africa,1,1,1993-02-09,1993-02-09,0,3,0,0,3,3,3
43740,1993,1,1993,1993,2,4766,Kikuyu - Maasai,5376,Kikuyu - Maasai,926,,Kikuyu,1030,,Maasai,-1,R 1993-10-17,,,,"""Police"" nothing more mentioned",3,Narok district,Rift Valley province,Narok district,-1.25,35.75,POINT (35.750000 -1.250000),127872,Kenya,501,KEN,Africa,1,1,1993-10-13,1993-10-13,0,0,0,4,4,4,4
44057,1994,1,1994,1994,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya"" p 4",,,,,3,Laikipia district,Rift Valley province,Laikipia district,0.416667,36.75,POINT (36.750000 0.416667),130034,Kenya,501,KEN,Africa,1,1,1994-02-21,1994-02-21,0,1,0,0,1,1,1
44046,1994,1,1994,1994,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 6, 7 "", HRW ""Failing the internally Displaced - THE UNDP Displaced Persons Program in Kenya"" 1997 p 56f",,,,district commissioner,2,Burnt forest,Rift Valley province,Uasin Gishu district,0.216667,35.433333,POINT (35.433333 0.216667),130031,Kenya,501,KEN,Africa,1,1,1994-03-20,1994-03-20,0,0,0,1,1,1,1
44417,1994,1,1994,1994,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 6, 7 "", HRW ""Failing the internally Displaced - THE UNDP Displaced Persons Program in Kenya"" 1997 p 56f",,,,,4,Rift Valley province,Rift Valley province,,0.5,36.0,POINT (36.000000 0.500000),130753,Kenya,501,KEN,Africa,1,1,1994-03-20,1994-03-20,0,1,0,0,1,1,1
43525,1994,1,1994,1994,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 7 "", HRW ""Failing the internally Displaced - THE UNDP Displaced Persons Program in Kenya"" 1997 p 56f",,,,,4,Rift Valley province,Rift Valley province,,0.5,36.0,POINT (36.000000 0.500000),130753,Kenya,501,KEN,Africa,1,1,1994-03-21,1994-03-21,0,0,0,1,1,1,1
44169,1994,1,1994,1994,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 7 "",",,,,,1,Kamuyu,Central province,Nyeri district,-0.416667,36.916667,POINT (36.916667 -0.416667),129314,Kenya,501,KEN,Africa,1,1,1994-03-29,1994-03-29,2,0,0,0,2,2,2
44192,1994,1,1994,1994,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 7 "",",,,,,2,Kamuyu,Central province,Nyeri district,-0.416667,36.916667,POINT (36.916667 -0.416667),129314,Kenya,501,KEN,Africa,1,1,1994-03-29,1994-03-29,0,0,0,4,4,4,4
37630,1989,0,1989,1989,2,4869,Karimojong - Pokot,5479,Karimojong - Pokot,1040,,Karimojong,670,,Pokot,-1,"IONL 11 March 1989, 3, IONL 10 June 1989, 2",,,,,3,West Pokot district,Rift Valley province,West Pokot district,1.416667,35.25,POINT (35.250000 1.416667),131471,Kenya,501,KEN,Africa,1,1,1989-03-02,1989-03-02,0,0,0,0,0,0,72
44423,1990,0,1990,1990,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Reuters, 1990-05-28",,,,Kenyan church leader,1,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,1,1990-05-25,1990-05-25,0,0,7,0,2,7,7
43674,1995,0,1995,1995,2,4766,Kikuyu - Maasai,5376,Kikuyu - Maasai,926,,Kikuyu,1030,,Maasai,-1,R 1995-01-11,,,,"Aden Noor Aden, district commissioner in charge of the regional capital, Nakuru",1,Mau Narok town,Rift Valley province,Nakuru district,-0.6,36.0,POINT (36.000000 -0.600000),128593,Kenya,501,KEN,Africa,1,1,1995-01-06,1995-01-06,0,2,0,0,2,2,2
43717,1998,1,1998,1998,2,4656,Kalenjin - Kikuyu,5266,Kalenjin - Kikuyu,1024,,Kalenjin,926,,Kikuyu,-1,R 1998-01-24; R 2; AC 1998-02-20,,,,Kenyan police,4,Rift Valley province,Rift Valley province,,0.5,36.0,POINT (36.000000 0.500000),130753,Kenya,501,KEN,Africa,2,4,1998-01-11,1998-01-24,0,0,0,22,22,22,22
35771,1996,0,1996,1996,2,4613,Nyangatom  - Turkana,5223,Nyangatom  - Turkana,712,,Nyangatom ,693,,Turkana,-1,http://www.africa.upenn.edu/EUE/eue_atfield1096.html,,,,,2,Kibish area,Rift Valley province,Turkana district,5.233856,35.829131,POINT (35.829131 5.233856),137232,Kenya,501,KEN,Africa,2,4,1996-10-01,1996-10-30,0,0,0,3,3,3,3
43691,1996,1,1996,1996,2,4770,"Pokot, Samburu - Turkana",5380,"Pokot, Samburu - Turkana",3814,,"Pokot, Samburu",693,,Turkana,-1,R 1996-12-06,,,,police,2,Marti area,Rift Valley province,Samburu district,1.466667,36.716667,POINT (36.716667 1.466667),131474,Kenya,501,KEN,Africa,1,1,1996-12-03,1996-12-03,10,0,0,41,51,51,51
43841,1996,0,1996,1996,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,-1,"Reuters, 1996-12-18",,,,commercial Kenya TV Network,1,Njoro town,Rift Valley province,Nakuru district,-0.333333,35.933333,POINT (35.933333 -0.333333),129312,Kenya,501,KEN,Africa,1,1,1996-12-17,1996-12-17,0,0,1,0,1,1,1
43932,1997,0,1997,1997,2,4926,Samburu - Turkana,5536,Samburu - Turkana,925,,Samburu,693,,Turkana,-1,"MKUTU Kennedy Agade, 2008, Guns and Governance in the Rift Valley, African Issues, chapter 4",,,,police,1,Rumuruti village,Rift Valley province,Laikipia district,0.266987,36.538857,POINT (36.538857 0.266987),130034,Kenya,501,KEN,Africa,2,5,1997-01-01,1997-12-31,0,0,0,7,7,7,7
44061,1997,0,1997,1997,2,4926,Samburu - Turkana,5536,Samburu - Turkana,925,,Samburu,693,,Turkana,-1,"MKUTU Kennedy Agade, 2008, Guns and Governance in the Rift Valley, African Issues, chapter 4",,,,police,1,Rumuruti village,Rift Valley province,Laikipia district,0.266987,36.538857,POINT (36.538857 0.266987),130034,Kenya,501,KEN,Africa,2,5,1997-01-01,1997-12-31,0,0,0,10,10,10,10
34202,1997,1,1997,1997,2,4949,Dassanetch - Gabra,5559,Dassanetch - Gabra,713,,Dassanetch,609,,Gabra,-1,"Sagawa, Automatic Rifles and Social Order Amongst the Daasanach of Conflict-Ridden East Africa, Nomadic Peoples, Vol. 14, Issue 1, 2010, 101; Houtteman, Yvan (2011) ""Living in the navel of Waag. Ritual traditions among the Daasanech of South West Ethiopia"", Universiteit Gent, Faculteit Letteren & Wijsbegeerte, p. 17",,,,,1,Kokoy,Eastern province,,4.08333,36.26667,POINT (36.266670 4.083330),135793,Kenya,501,KEN,Africa,1,4,1997-03-01,1997-03-31,0,100,0,0,100,100,100
